index,x,y,z,HoldTime,GimblePitch
1,3.75,2.75,1.0,10.016666666666667,-90.0
2,2.25,2.75,1.0,10.016666666666667,-90.0
3,2.25,3.25,1.0,10.016666666666667,-90.0
4,3.75,3.25,1.0,10.016666666666667,-90.0
5,2.75,3.75,2.25,10.016666666666667,60.0
6,2.75,3.0,2.25,10.016666666666667,60.0
7,2.75,2.25,2.25,10.016666666666667,60.0
8,3.25,2.25,2.25,10.016666666666667,60.0
9,3.25,3.0,2.25,10.016666666666667,60.0
10,3.25,3.75,2.25,10.016666666666667,60.0
11,2.0,2.0,1.0,10.016666666666667,0.0
12,2.0,2.0,1.4166666666666667,10.016666666666667,0.0
13,2.0,2.0,1.8333333333333335,10.016666666666667,0.0
14,2.0,2.0,2.25,10.016666666666667,0.0
15,3.0,2.0,2.25,10.016666666666667,0.0
16,3.0,2.0,1.8333333333333335,10.016666666666667,0.0
17,3.0,2.0,1.4166666666666667,10.016666666666667,0.0
18,3.0,2.0,1.0,10.016666666666667,0.0
19,4.0,2.0,1.0,10.016666666666667,0.0
20,4.0,2.0,1.4166666666666667,10.016666666666667,0.0
21,4.0,2.0,1.8333333333333335,10.016666666666667,0.0
22,4.0,2.0,2.25,10.016666666666667,0.0
23,2.0,4.0,1.0,10.016666666666667,0.0
24,2.0,4.0,1.4166666666666667,10.016666666666667,0.0
25,2.0,4.0,1.8333333333333335,10.016666666666667,0.0
26,2.0,4.0,2.25,10.016666666666667,0.0
27,3.0,4.0,2.25,10.016666666666667,0.0
28,3.0,4.0,1.8333333333333335,10.016666666666667,0.0
29,3.0,4.0,1.4166666666666667,10.016666666666667,0.0
30,3.0,4.0,1.0,10.016666666666667,0.0
31,4.0,4.0,1.0,10.016666666666667,0.0
32,4.0,4.0,1.4166666666666667,10.016666666666667,0.0
33,4.0,4.0,1.8333333333333335,10.016666666666667,0.0
34,4.0,4.0,2.25,10.016666666666667,0.0
35,2.0,2.0,1.0,10.016666666666667,0.0
36,2.0,2.0,1.4166666666666667,10.016666666666667,0.0
37,2.0,2.0,1.8333333333333335,10.016666666666667,0.0
38,2.0,2.0,2.25,10.016666666666667,0.0
39,2.0,3.0,2.25,10.016666666666667,0.0
40,2.0,3.0,1.8333333333333335,10.016666666666667,0.0
41,2.0,3.0,1.4166666666666667,10.016666666666667,0.0
42,2.0,3.0,1.0,10.016666666666667,0.0
43,2.0,4.0,1.0,10.016666666666667,0.0
44,2.0,4.0,1.4166666666666667,10.016666666666667,0.0
45,2.0,4.0,1.8333333333333335,10.016666666666667,0.0
46,2.0,4.0,2.25,10.016666666666667,0.0
47,4.0,2.0,1.0,10.016666666666667,0.0
48,4.0,2.0,1.4166666666666667,10.016666666666667,0.0
49,4.0,2.0,1.8333333333333335,10.016666666666667,0.0
50,4.0,2.0,2.25,10.016666666666667,0.0
51,4.0,3.0,2.25,10.016666666666667,0.0
52,4.0,3.0,1.8333333333333335,10.016666666666667,0.0
53,4.0,3.0,1.4166666666666667,10.016666666666667,0.0
54,4.0,3.0,1.0,10.016666666666667,0.0
55,4.0,4.0,1.0,10.016666666666667,0.0
56,4.0,4.0,1.4166666666666667,10.016666666666667,0.0
57,4.0,4.0,1.8333333333333335,10.016666666666667,0.0
58,4.0,4.0,2.25,10.016666666666667,0.0
