index,x,y,z,HoldTime,GimblePitch
1,2.5,2.5,1.0,10.016666666666667,0.0
2,2.7723595025786265,2.5,1.0,10.016666666666667,0.0
3,2.7723595025786265,2.7723595025786265,1.0,10.016666666666667,0.0
4,2.2276404974213735,2.7723595025786265,1.0,10.016666666666667,0.0
5,2.2276404974213735,2.2276404974213735,1.0,10.016666666666667,0.0
6,3.044719005157253,2.2276404974213735,1.0,10.016666666666667,0.0
7,3.044719005157253,3.044719005157253,1.0,10.016666666666667,0.0
8,1.955280994842747,3.044719005157253,1.0,10.016666666666667,0.0
9,1.955280994842747,1.955280994842747,1.0,10.016666666666667,0.0
10,3.3170785077358795,1.955280994842747,1.0,10.016666666666667,0.0
11,3.3170785077358795,3.3170785077358795,1.0,10.016666666666667,0.0
12,1.6829214922641205,3.3170785077358795,1.0,10.016666666666667,0.0
13,1.6829214922641205,1.6829214922641205,1.0,10.016666666666667,0.0
14,3.589438010314506,1.6829214922641205,1.0,10.016666666666667,0.0
15,3.589438010314506,3.589438010314506,1.0,10.016666666666667,0.0
16,1.410561989685494,3.589438010314506,1.0,10.016666666666667,0.0
17,1.410561989685494,1.410561989685494,1.0,10.016666666666667,0.0
18,3.8617975128931326,1.410561989685494,1.0,10.016666666666667,0.0
19,3.8617975128931326,3.8617975128931326,1.0,10.016666666666667,0.0
20,1.1382024871068674,3.8617975128931326,1.0,10.016666666666667,0.0
21,1.1382024871068674,1.1382024871068674,1.0,10.016666666666667,0.0
22,3.8617975128931326,1.1382024871068674,1.0,10.016666666666667,0.0
