index,x,y,z,HoldTime,GimblePitch
1,1.1,1.1,1.0,10.016666666666667,0.0
2,3.9,1.1,1.0,10.016666666666667,0.0
3,3.9,1.6600000000000001,1.0,10.016666666666667,0.0
4,1.1,1.6600000000000001,1.0,10.016666666666667,0.0
5,1.1,2.2199999999999998,1.0,10.016666666666667,0.0
6,3.9,2.2199999999999998,1.0,10.016666666666667,0.0
7,3.9,2.78,1.0,10.016666666666667,0.0
8,1.1,2.78,1.0,10.016666666666667,0.0
9,1.1,3.34,1.0,10.016666666666667,0.0
10,3.9,3.34,1.0,10.016666666666667,0.0
11,3.9,3.9,1.0,10.016666666666667,0.0
12,1.1,3.9,1.0,10.016666666666667,0.0
