T2025_08_12__152026_022,user,1,C:\Users\Ben Drury\Downloads\marvelmind_DJI_SW\_dashboard_v8_243_master_exe\maps\map_autosave_master_shared.ini,,,,,,,,,,,,,,
T2025_08_12__152026_116,user,53,,,,,,,,,,,,,,,
T2025_08_12__152026_131,user,41,129,3,2.413,3.46,0.269,2,na,107,0,na,na,na,,,
T2025_08_12__152026_133,user,41,133,3,na,na,na,9050,-479,472,4176,na,na,na,na,na,na
T2025_08_12__152026_262,user,53,,,,,,,,,,,,,,,
T2025_08_12__152026_277,user,41,129,3,2.409,3.463,0.266,2,na,107,0,na,na,na,,,
T2025_08_12__152026_279,user,41,133,3,na,na,na,9052,-497,394,4172,na,na,na,na,na,na
T2025_08_12__152026_407,user,53,,,,,,,,,,,,,,,
T2025_08_12__152026_422,user,41,129,3,2.409,3.463,0.266,2,na,107,0,na,na,na,,,
T2025_08_12__152026_424,user,41,133,3,na,na,na,9067,-552,466,4181,na,na,na,na,na,na
T2025_08_12__152026_552,user,53,,,,,,,,,,,,,,,
T2025_08_12__152026_567,user,41,129,3,2.415,3.451,0.269,2,na,108,0,na,na,na,,,
T2025_08_12__152026_570,user,41,133,3,na,na,na,9049,-506,412,4172,na,na,na,na,na,na
T2025_08_12__152026_697,user,53,,,,,,,,,,,,,,,
T2025_08_12__152026_713,user,41,129,3,2.419,3.448,0.272,2,na,107,0,na,na,na,,,
T2025_08_12__152026_715,user,41,133,3,na,na,na,9067,-558,471,4181,na,na,na,na,na,na
T2025_08_12__152026_843,user,53,,,,,,,,,,,,,,,
T2025_08_12__152026_858,user,41,129,3,2.426,3.445,0.278,2,na,107,0,na,na,na,,,
T2025_08_12__152026_860,user,41,133,3,na,na,na,9052,-538,419,4173,na,na,na,na,na,na
T2025_08_12__152026_989,user,53,,,,,,,,,,,,,,,
T2025_08_12__152027_004,user,41,129,3,2.413,3.463,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152027_006,user,41,133,3,na,na,na,9057,-557,394,4174,na,na,na,na,na,na
T2025_08_12__152027_134,user,53,,,,,,,,,,,,,,,
T2025_08_12__152027_149,user,41,129,3,2.415,3.461,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152027_151,user,41,133,3,na,na,na,9049,-505,423,4173,na,na,na,na,na,na
T2025_08_12__152027_280,user,53,,,,,,,,,,,,,,,
T2025_08_12__152027_294,user,41,129,3,2.404,3.494,0.216,2,na,108,0,na,na,na,,,
T2025_08_12__152027_297,user,41,133,3,na,na,na,9050,-494,421,4173,na,na,na,na,na,na
T2025_08_12__152027_425,user,53,,,,,,,,,,,,,,,
T2025_08_12__152027_440,user,41,129,3,2.422,3.453,0.27,2,na,107,0,na,na,na,,,
T2025_08_12__152027_442,user,41,133,3,na,na,na,9057,-512,491,4180,na,na,na,na,na,na
T2025_08_12__152027_570,user,53,,,,,,,,,,,,,,,
T2025_08_12__152027_585,user,41,129,3,2.418,3.463,0.274,2,na,107,0,na,na,na,,,
T2025_08_12__152027_587,user,41,133,3,na,na,na,9053,-514,464,4174,na,na,na,na,na,na
T2025_08_12__152027_716,user,53,,,,,,,,,,,,,,,
T2025_08_12__152027_731,user,41,129,3,2.41,3.465,0.27,2,na,107,0,na,na,na,,,
T2025_08_12__152027_733,user,41,133,3,na,na,na,9057,-560,371,4168,na,na,na,na,na,na
T2025_08_12__152027_861,user,53,,,,,,,,,,,,,,,
T2025_08_12__152027_876,user,41,129,3,2.408,3.465,0.266,2,na,107,0,na,na,na,,,
T2025_08_12__152027_878,user,41,133,3,na,na,na,9063,-578,523,4180,na,na,na,na,na,na
T2025_08_12__152028_007,user,53,,,,,,,,,,,,,,,
T2025_08_12__152028_021,user,41,129,3,2.408,3.466,0.267,2,na,108,0,na,na,na,,,
T2025_08_12__152028_024,user,41,133,3,na,na,na,9059,-538,444,4176,na,na,na,na,na,na
T2025_08_12__152028_152,user,53,,,,,,,,,,,,,,,
T2025_08_12__152028_167,user,41,129,3,2.413,3.463,0.271,2,na,107,0,na,na,na,,,
T2025_08_12__152028_169,user,41,133,3,na,na,na,9056,-555,429,4173,na,na,na,na,na,na
T2025_08_12__152028_297,user,53,,,,,,,,,,,,,,,
T2025_08_12__152028_312,user,41,129,3,2.414,3.464,0.272,2,na,107,0,na,na,na,,,
T2025_08_12__152028_314,user,41,133,3,na,na,na,9058,-509,497,4181,na,na,na,na,na,na
T2025_08_12__152028_443,user,53,,,,,,,,,,,,,,,
T2025_08_12__152028_458,user,41,129,3,2.412,3.465,0.271,2,na,107,0,na,na,na,,,
T2025_08_12__152028_460,user,41,133,3,na,na,na,9049,-507,434,4172,na,na,na,na,na,na
T2025_08_12__152028_588,user,53,,,,,,,,,,,,,,,
T2025_08_12__152028_603,user,41,129,3,2.41,3.465,0.268,2,na,107,0,na,na,na,,,
T2025_08_12__152028_605,user,41,133,3,na,na,na,9067,-582,461,4178,na,na,na,na,na,na
T2025_08_12__152028_734,user,53,,,,,,,,,,,,,,,
T2025_08_12__152028_748,user,41,129,3,2.415,3.463,0.272,2,na,108,0,na,na,na,,,
T2025_08_12__152028_751,user,41,133,3,na,na,na,9068,-578,449,4179,na,na,na,na,na,na
T2025_08_12__152028_878,user,53,,,,,,,,,,,,,,,
T2025_08_12__152028_894,user,41,129,3,2.416,3.464,0.275,2,na,107,0,na,na,na,,,
T2025_08_12__152028_896,user,41,133,3,na,na,na,9055,-518,461,4176,na,na,na,na,na,na
T2025_08_12__152029_023,user,53,,,,,,,,,,,,,,,
T2025_08_12__152029_039,user,41,129,3,2.416,3.462,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152029_041,user,41,133,3,na,na,na,9049,-529,423,4171,na,na,na,na,na,na
T2025_08_12__152029_170,user,53,,,,,,,,,,,,,,,
T2025_08_12__152029_185,user,41,129,3,2.415,3.455,0.269,2,na,107,0,na,na,na,,,
T2025_08_12__152029_187,user,41,133,3,na,na,na,9049,-500,440,4173,na,na,na,na,na,na
T2025_08_12__152029_315,user,53,,,,,,,,,,,,,,,
T2025_08_12__152029_330,user,41,129,3,2.414,3.462,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152029_332,user,41,133,3,na,na,na,9055,-484,473,4178,na,na,na,na,na,na
T2025_08_12__152029_461,user,53,,,,,,,,,,,,,,,
T2025_08_12__152029_475,user,41,129,3,2.419,3.46,0.273,2,na,108,0,na,na,na,,,
T2025_08_12__152029_478,user,41,133,3,na,na,na,9051,-480,418,4174,na,na,na,na,na,na
T2025_08_12__152029_606,user,53,,,,,,,,,,,,,,,
T2025_08_12__152029_621,user,41,129,3,2.417,3.462,0.277,2,na,107,0,na,na,na,,,
T2025_08_12__152029_623,user,41,133,3,na,na,na,9068,-565,461,4179,na,na,na,na,na,na
T2025_08_12__152029_751,user,53,,,,,,,,,,,,,,,
T2025_08_12__152029_766,user,41,129,3,2.416,3.468,0.274,2,na,107,0,na,na,na,,,
T2025_08_12__152029_768,user,41,133,3,na,na,na,9066,-587,456,4178,na,na,na,na,na,na
T2025_08_12__152029_897,user,53,,,,,,,,,,,,,,,
T2025_08_12__152029_912,user,41,129,3,2.418,3.457,0.274,2,na,107,0,na,na,na,,,
T2025_08_12__152029_914,user,41,133,3,na,na,na,9065,-555,487,4181,na,na,na,na,na,na
T2025_08_12__152030_041,user,53,,,,,,,,,,,,,,,
T2025_08_12__152030_057,user,41,129,3,2.415,3.462,0.275,2,na,107,0,na,na,na,,,
T2025_08_12__152030_059,user,41,133,3,na,na,na,9063,-580,428,4176,na,na,na,na,na,na
T2025_08_12__152030_188,user,53,,,,,,,,,,,,,,,
T2025_08_12__152030_202,user,41,129,3,2.412,3.466,0.275,2,na,108,0,na,na,na,,,
T2025_08_12__152030_205,user,41,133,3,na,na,na,9065,-584,481,4180,na,na,na,na,na,na
T2025_08_12__152030_333,user,53,,,,,,,,,,,,,,,
T2025_08_12__152030_348,user,41,129,3,2.414,3.464,0.274,2,na,107,0,na,na,na,,,
T2025_08_12__152030_350,user,41,133,3,na,na,na,9064,-599,443,4177,na,na,na,na,na,na
T2025_08_12__152030_478,user,53,,,,,,,,,,,,,,,
T2025_08_12__152030_493,user,41,129,3,2.417,3.459,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152030_495,user,41,133,3,na,na,na,9049,-511,446,4175,na,na,na,na,na,na
T2025_08_12__152030_624,user,53,,,,,,,,,,,,,,,
T2025_08_12__152030_639,user,41,129,3,2.417,3.458,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152030_641,user,41,133,3,na,na,na,9051,-514,400,4172,na,na,na,na,na,na
T2025_08_12__152030_769,user,53,,,,,,,,,,,,,,,
T2025_08_12__152030_784,user,41,129,3,2.417,3.458,0.275,2,na,107,0,na,na,na,,,
T2025_08_12__152030_786,user,41,133,3,na,na,na,9067,-558,456,4180,na,na,na,na,na,na
T2025_08_12__152030_915,user,53,,,,,,,,,,,,,,,
T2025_08_12__152030_929,user,41,129,3,2.416,3.459,0.272,2,na,108,0,na,na,na,,,
T2025_08_12__152030_932,user,41,133,3,na,na,na,9057,-508,481,4179,na,na,na,na,na,na
T2025_08_12__152031_060,user,53,,,,,,,,,,,,,,,
T2025_08_12__152031_075,user,41,129,3,2.415,3.46,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152031_078,user,41,133,3,na,na,na,9063,-546,474,4180,na,na,na,na,na,na
T2025_08_12__152031_205,user,53,,,,,,,,,,,,,,,
T2025_08_12__152031_220,user,41,129,3,2.41,3.466,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152031_222,user,41,133,3,na,na,na,9064,-622,426,4173,na,na,na,na,na,na
T2025_08_12__152031_350,user,53,,,,,,,,,,,,,,,
T2025_08_12__152031_366,user,41,129,3,2.416,3.461,0.275,2,na,107,0,na,na,na,,,
T2025_08_12__152031_368,user,41,133,3,na,na,na,9063,-609,394,4172,na,na,na,na,na,na
T2025_08_12__152031_495,user,53,,,,,,,,,,,,,,,
T2025_08_12__152031_511,user,41,129,3,2.416,3.46,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152031_513,user,41,133,3,na,na,na,9048,-513,426,4173,na,na,na,na,na,na
T2025_08_12__152031_642,user,53,,,,,,,,,,,,,,,
T2025_08_12__152031_656,user,41,129,3,2.412,3.465,0.275,2,na,108,0,na,na,na,,,
T2025_08_12__152031_659,user,41,133,3,na,na,na,9049,-496,439,4174,na,na,na,na,na,na
T2025_08_12__152031_787,user,53,,,,,,,,,,,,,,,
T2025_08_12__152031_802,user,41,129,3,2.413,3.464,0.276,2,na,107,0,na,na,na,,,
T2025_08_12__152031_804,user,41,133,3,na,na,na,9062,-539,487,4181,na,na,na,na,na,na
T2025_08_12__152031_932,user,53,,,,,,,,,,,,,,,
T2025_08_12__152031_947,user,41,129,3,2.413,3.464,0.276,2,na,107,0,na,na,na,,,
T2025_08_12__152031_949,user,41,133,3,na,na,na,9066,-571,475,4181,na,na,na,na,na,na
T2025_08_12__152032_078,user,53,,,,,,,,,,,,,,,
T2025_08_12__152032_093,user,41,129,3,2.41,3.465,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152032_095,user,41,133,3,na,na,na,9051,-501,469,4177,na,na,na,na,na,na
T2025_08_12__152032_223,user,53,,,,,,,,,,,,,,,
T2025_08_12__152032_238,user,41,129,3,2.415,3.463,0.277,2,na,107,0,na,na,na,,,
T2025_08_12__152032_240,user,41,133,3,na,na,na,9053,-513,488,4179,na,na,na,na,na,na
T2025_08_12__152032_369,user,53,,,,,,,,,,,,,,,
T2025_08_12__152032_383,user,41,129,3,2.416,3.464,0.28,2,na,108,0,na,na,na,,,
T2025_08_12__152032_386,user,41,133,3,na,na,na,9064,-569,509,4182,na,na,na,na,na,na
T2025_08_12__152032_514,user,53,,,,,,,,,,,,,,,
T2025_08_12__152032_529,user,41,129,3,2.413,3.463,0.278,2,na,107,0,na,na,na,,,
T2025_08_12__152032_531,user,41,133,3,na,na,na,9055,-488,508,4182,na,na,na,na,na,na
T2025_08_12__152032_659,user,53,,,,,,,,,,,,,,,
T2025_08_12__152032_674,user,41,129,3,2.411,3.467,0.272,2,na,107,0,na,na,na,,,
T2025_08_12__152032_677,user,41,133,3,na,na,na,9055,-511,470,4178,na,na,na,na,na,na
T2025_08_12__152032_805,user,53,,,,,,,,,,,,,,,
T2025_08_12__152032_820,user,41,129,3,2.412,3.464,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152032_822,user,41,133,3,na,na,na,9055,-527,360,4171,na,na,na,na,na,na
T2025_08_12__152032_950,user,53,,,,,,,,,,,,,,,
T2025_08_12__152032_965,user,41,129,3,2.409,3.467,0.27,2,na,107,0,na,na,na,,,
T2025_08_12__152032_967,user,41,133,3,na,na,na,9057,-553,368,4171,na,na,na,na,na,na
T2025_08_12__152033_096,user,53,,,,,,,,,,,,,,,
T2025_08_12__152033_110,user,41,129,3,2.409,3.467,0.27,2,na,108,0,na,na,na,,,
T2025_08_12__152033_113,user,41,133,3,na,na,na,9059,-550,418,4176,na,na,na,na,na,na
T2025_08_12__152033_241,user,53,,,,,,,,,,,,,,,
T2025_08_12__152033_256,user,41,129,3,2.412,3.466,0.272,2,na,107,0,na,na,na,,,
T2025_08_12__152033_258,user,41,133,3,na,na,na,9049,-501,452,4176,na,na,na,na,na,na
T2025_08_12__152033_386,user,53,,,,,,,,,,,,,,,
T2025_08_12__152033_401,user,41,129,3,2.413,3.466,0.274,2,na,107,0,na,na,na,,,
T2025_08_12__152033_403,user,41,133,3,na,na,na,9065,-591,471,4179,na,na,na,na,na,na
T2025_08_12__152033_532,user,53,,,,,,,,,,,,,,,
T2025_08_12__152033_547,user,41,129,3,2.408,3.469,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152033_549,user,41,133,3,na,na,na,9065,-586,481,4181,na,na,na,na,na,na
T2025_08_12__152033_676,user,53,,,,,,,,,,,,,,,
T2025_08_12__152033_692,user,41,129,3,2.41,3.469,0.275,2,na,107,0,na,na,na,,,
T2025_08_12__152033_694,user,41,133,3,na,na,na,9057,-547,418,4175,na,na,na,na,na,na
T2025_08_12__152033_821,user,53,,,,,,,,,,,,,,,
T2025_08_12__152033_837,user,41,129,3,2.406,3.472,0.267,2,na,108,0,na,na,na,,,
T2025_08_12__152033_840,user,41,133,3,na,na,na,9049,-500,420,4173,na,na,na,na,na,na
T2025_08_12__152033_968,user,53,,,,,,,,,,,,,,,
T2025_08_12__152033_983,user,41,129,3,2.409,3.47,0.269,2,na,107,0,na,na,na,,,
T2025_08_12__152033_985,user,41,133,3,na,na,na,9066,-562,474,4181,na,na,na,na,na,na
T2025_08_12__152034_008,user,41,18,4,0,3.84,2.4,0,,,,,,,,,
T2025_08_12__152034_008,user,41,18,1,7.13,3.84,2.4,0,,,,,,,,,
T2025_08_12__152034_008,user,41,18,2,0,0.005,2.4,0,,,,,,,,,
T2025_08_12__152034_008,user,41,18,5,7.22,0.005,2.4,0,,,,,,,,,
T2025_08_12__152034_113,user,53,,,,,,,,,,,,,,,
T2025_08_12__152034_128,user,41,129,3,2.408,3.472,0.272,2,na,107,0,na,na,na,,,
T2025_08_12__152034_130,user,41,133,3,na,na,na,9047,-505,459,4175,na,na,na,na,na,na
T2025_08_12__152034_259,user,53,,,,,,,,,,,,,,,
T2025_08_12__152034_274,user,41,129,3,2.413,3.47,0.273,2,na,107,0,na,na,na,,,
T2025_08_12__152034_276,user,41,133,3,na,na,na,9049,-480,425,4175,na,na,na,na,na,na
T2025_08_12__152034_404,user,53,,,,,,,,,,,,,,,
T2025_08_12__152034_419,user,41,129,3,2.414,3.468,0.279,2,na,107,0,na,na,na,,,
T2025_08_12__152034_421,user,41,133,3,na,na,na,9062,-606,420,4175,na,na,na,na,na,na
T2025_08_12__152034_550,user,53,,,,,,,,,,,,,,,
T2025_08_12__152034_564,user,41,129,3,2.4,3.493,0.201,2,na,108,0,na,na,na,,,
T2025_08_12__152034_567,user,41,133,3,na,na,na,9063,-576,516,4182,na,na,na,na,na,na
T2025_08_12__152034_695,user,53,,,,,,,,,,,,,,,
T2025_08_12__152034_710,user,41,129,3,2.421,3.454,0.271,2,na,107,0,na,na,na,,,
T2025_08_12__152034_712,user,41,133,3,na,na,na,9053,-550,427,4174,na,na,na,na,na,na
T2025_08_12__152034_840,user,53,,,,,,,,,,,,,,,
T2025_08_12__152034_855,user,41,129,3,2.409,3.467,0.272,2,na,107,0,na,na,na,,,
T2025_08_12__152034_857,user,41,133,3,na,na,na,9051,-528,404,4172,na,na,na,na,na,na
